"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address"
"Conneautville","CONNEAUT VALLEY HEALTH CENTER",1,1,5,5,5,NA,NA,42007.2211,"906 Washington Street"
"Connellsville","OPPY, JAMES M MD",6,0.625,1,5,8,NA,NA,35335.2888,"201 North Pittsburgh Street"
"Connellsville","ENANY II, ALBERT K MD",2,0.8,2,4,5,NA,NA,35335.2888,"208 S Arch Street"
"Connellsville","HIGHLANDS MEDICAL CORPORATION",1,0.857,4,6,7,NA,NA,35335.2888,"2620 C Memorial Boulevard"
"Connellsville","HIGHLANDS HOSPITAL PHYSICIANS",3,0.667,1,8,12,2,3,35335.2888,"814 Vanderbilt Road"
"Connellsville","CONN FAMILY MEDICINE PC",3,0.667,1,2,3,NA,NA,35335.2888,"2616 Memorial Boulevard"
"Connellsville","FAYETTE PHYSICIAN NETWORK INC",3,0.667,1,2,3,NA,NA,35335.2888,"224 Memorial Boulevard"
"Coopersburg","COOPERSBURG FAMILY PRACTICE",1,0.333,1,1,3,NA,NA,78422.3935,"101 South Main Street"
"Coraopolis","HVMG FIFTH AVENUE MEDICAL ASSOCIATES",2,0.933,5,28,30,0,0,64014.305,"1101 Fifth Avenue"
"Coraopolis","HVMG FOUAD BASSILIOS",1,1,5,3,3,NA,NA,64014.305,"935 Thorn Run Road"
"Corning","GUTHRIE MEDICAL PRACTICE PC",1,0.833,4,5,6,NA,NA,44721.8389,"130 Center Way"
"Corry","MEAD AVENUE FAMILY PRACTICE INC",1,1,5,6,6,NA,NA,35815.4107,"1086 Mead Avenue"
"Corry","SAINT VINCENT MEDICAL GROUP OF CORRY",3,0.867,5,13,15,0,0,35815.4107,"315 York Street"
"Corry","CORRY MEMORIAL HOSPITAL RURAL HEALTH CLINIC",1,1,5,6,6,NA,NA,35815.4107,"300 York Street"
"Coudersport","CCMH FAMILY PRACTICE",1,0.667,1,6,9,NA,NA,43819.2286,"1001 East Second Street"
"Coudersport","CENTRAL POTTER HEALTH CENTER",2,0.6,1,3,5,NA,NA,43819.2286,"71 Elk Street"
"Cowansville","CLIFFORD VOGAN MD PC",1,0.912,5,31,34,0,0,41258.1476,"882 East Brady Road"
"Cranberry Township","SHARP, DAVID L., MD",1,1,5,6,6,NA,NA,89921.3171,"101 Smith Drive"
"Cranberry Township","STEPANOW, SAMUEL J MD",1,1,5,5,5,NA,NA,89921.3171,"213 Executive Drive"
"Cranberry Township","GORDON GOLD MD AND ASSOC UPMC",4,0.857,4,24,28,0,1,89921.3171,"3104 Unionville Road"
"Cranberry Township","GMA SCHOGEL AND FARDO FAMILY MED",4,0.857,4,18,21,0,1,89921.3171,"213 Executive Drive"
"Cranberry Township","ABSOLUTE PRIMARY CARE UPMC",6,0.778,2,7,9,NA,NA,89921.3171,"20630 Route 19"
"Cranberry Township","INTERNAL MEDICINE ASSOCIATES OF CRANBERRY UPMC",7,0.444,1,4,9,NA,NA,89921.3171,"20130 Route 19 Perry Highway"
"Cranberry Township","CRANBERRY INTERNAL MEDICINE ASSOCIATES",3,0.938,5,30,32,0,0,89921.3171,"20826 Route 19"
"Cresson","UPMC MAINLINE MEDICAL ASSOCIATES",2,0.786,2,55,70,4,6,38782.2368,"792 Gallitzin Road"
"Cresson","CONEMAUGH PHYSICIAN GROUP CRESSON",1,0.875,5,7,8,NA,NA,38782.2368,"815 Second Street"
"Cumberland","SUNIL K GUPTA MD PA",1,0.333,1,1,3,NA,NA,39160.6913,"625 Kent Avenue"
"Curwensville","PENN HIGHLANDS FAMILY MEDICINE CURWENSVILLE",1,0.667,1,2,3,NA,NA,34083.7291,"465 State Street"
"Curwensville","FORE YOUR HEALTH FAMILY MEDICINE LLC",1,0.667,1,2,3,NA,NA,34083.7291,"605 State Street"
"Dallas","DALLAS FAMILY PRACTICE LLC",1,1,5,7,7,NA,NA,55570.2712,"16 Church Street"
"Dallas","GMG DALLAS FAMILY PRACTICE",1,1,5,5,5,NA,NA,55570.2712,"114 Lt Michael Cleary Drive"
"Dallastown","WELLSPAN FAMILY MEDICINE DALLASTOWN",2,0.778,2,7,9,NA,NA,56165.4125,"755 South Pleasant Avenue"
"Dallastown","DALLASTOWN MEDICAL ASSOCIATES LLP",1,0.8,2,12,15,1,1,56165.4125,"1010 Blymire Road"
"Davidsville","MUNZER, FREDRICK DO",1,1,5,3,3,NA,NA,52475,"1800 Cambridge Drive"
"Delmont","DRS WAHAL ARIFF AND MARGOLIS UPMC",1,1,5,7,7,NA,NA,54224.952,"6530 Route 22"
"Derry","PRAKASH K VIN MD PC",1,0.625,1,5,8,NA,NA,38909.7525,"118 West Fourth Avenue"
"Dillsburg","PINNACLEHEALTH FAMILYCARE  DILLSBURG",1,0.9,5,9,10,0,0,65853.1585,"1 Trinity Drive East"
"Dillsburg","GEISINGER HOLY SPIRIT FAMILY MEDICINE DILLSBURG",2,0.882,5,15,17,0,0,65853.1585,"126 West Church Street"
"Dingmans Ferry","LISA PATHAK MD LLC",1,0.6,1,3,5,NA,NA,56817.6529,"1592 Route 739"
"Donora","PETRO, DIMITRI M, MD",1,0.5,1,2,4,NA,NA,28286.983,"718 McKean Avenue"
"Donora","BOBAK, WLADYSLAW, MD",1,0.5,1,3,6,NA,NA,28286.983,"601 Thompson Avenue"
"Dover","WELLSPAN INTERNAL MEDICINE DOVER",2,0.75,1,9,12,1,2,53298.134,"4020 Carlisle Road"
"Dover","DAVENSHIRE MEDICAL CENTER PARTNERSHIP",1,1,5,15,15,0,0,53298.134,"3740 Carlisle Road"
"Du Bois","PENN HIGHLANDS INTERNAL MEDICINE GRAECA AND KRUK",4,0.667,1,8,12,2,3,42816.3343,"145 Hospital Avenue"
"Du Bois","ROEMER, PAUL B MD",1,1,5,4,4,NA,NA,42816.3343,"211 Beaver Drive"
"Du Bois","PENN HIGHLANDS FAMILY MEDICINE SACHS",2,0.875,5,7,8,NA,NA,42816.3343,"635 Maple Avenue"
"Du Bois","OBRYON FAMILY MEDICINE INC",3,0.8,2,4,5,NA,NA,42816.3343,"898 Beaver Drive"
"Du Bois","CLEARFIELD JEFFERSON PRIMARY CARE ASSOC PC",5,0.286,1,4,14,8,9,42816.3343,"33 Beaver Drive"
"DuBois","PENN HIGHLANDS QCARE GROUP",1,1,5,3,3,NA,NA,42816.3343,"621 South Main Street"
"DuBois","PENN HIGHLANDS INTERNAL MEDICINE GOYAL AND PAREKH",5,0.727,1,8,11,2,2,42816.3343,"145 Hospital Avenue"
"DuBois","PENN HIGHLANDS FAMILY MEDICINE KOZLOSKI AND USAITIS",4,0.8,2,4,5,NA,NA,42816.3343,"145 Hospital Avenue"
"DuBois","ERIC PAUL PECK DO",3,0.833,4,5,6,NA,NA,42816.3343,"90 Beaver Drive"
"DuBois","HEALTHY LIVING FAMILY MEDICINE PLLC",1,1,5,4,4,NA,NA,42816.3343,"51 Delaware Street"
"Dunbar","DUNBAR MEDICAL ASSOCIATES PLLC",1,1,5,7,7,NA,NA,40899.3541,"1100 Grosscup Avenue"
"Dunbar","HEALTH FIRST MEDICAL CENTER",2,0.786,2,11,14,1,2,32324.3116,"1829 University Drive"
"Duncannon","GEISINGER HOLY SPIRIT FAMILY MEDICINE DUNCANNON",1,1,5,14,14,0,0,53385.2424,"51 Business Campus Way"
"Dunmore","PRIME MED GEISINGER DUNMORE",1,0.667,1,2,3,NA,NA,32969.9405,"1140 Quincy Ave"
"Dupont","MORAN SR, MARTIN J DO PC",1,0.667,1,2,3,NA,NA,46626.1314,"217 Lackawanna Ave"
"East Berlin","ZITTLE, MICHAEL A DO",2,0.5,1,2,4,NA,NA,61699.8151,"312 Harrisburg Street"
"East Berlin","WELLSPAN FAMILY MEDICINE EAST BERLIN",1,0.818,3,9,11,1,1,61699.8151,"105 Fourth Street"
"East Earl","WELLSPAN FAMILY MEDICINE TERRE HILL",1,0.5,1,2,4,NA,NA,58596.8576,"770 Broad Street"
"East Liverpool","HVMG PRIMARY CARE CALCUTTA",1,1,5,27,27,0,0,37573.4485,"48462 Bell School Road"
"East Petersburg","LGHP PENN MEDICINE FAMILY MEDICINE EAST PETERSBURG",1,0.818,3,9,11,1,1,61818,"5665 Main Street"
"East Stroudsburg","SIBBERING AND MIELNICKI PC",3,0.5,1,2,4,NA,NA,62574.6362,"5221 Milford Road"
"East Stroudsburg","ST LUKES MEDICAL ASSOCIATES OF MONROE COUNTY",2,0.667,1,12,18,3,4,53097.2989,"239 East Brown Street"
"East Stroudsburg","FAMILY CARE CENTERS INC",1,0.809,2,38,47,1,3,53097.2989,"206 East Brown Street"
"Easton","SHARMA, OM MD PC",7,0.5,1,4,8,NA,NA,47063.4163,"2100 Lehigh Street"
"Easton","FULETRA, GOVINDJI B MD PC",1,1,5,3,3,NA,NA,47063.4163,"1950 Hay Terrace"
"Easton","ST LUKES RIVERSIDE INTERNAL MEDICINE",4,0.833,4,5,6,NA,NA,69973.5931,"1700 St Lukes Boulevard"
"Easton","LVPG INTERNAL MEDICINE NAZARETH ROAD",3,0.913,5,21,23,0,0,69973.5931,"3735 Nazareth Road"
"Easton","EASTON AREA FAMILY MEDICINE ASSOCIATES",4,0.833,4,10,12,0,1,69973.5931,"2925 William Penn Highway"
"Easton","EASTON INTERNAL MEDICAL ASSOCIATES",6,0.6,1,3,5,NA,NA,47063.4163,"17 23 Northampton Street"
"Easton","EASTON COMMUNITY CARE CENTER",1,1,5,6,6,NA,NA,47063.4163,"325 Pine Street"
"Easton","NORTHAMPTON INTERNAL MEDICINE AT CORPORATE DRIVE",8,0.4,1,2,5,NA,NA,69973.5931,"21 Corporate Drive"
"Ebensburg","CHI MASTRINE",2,0.75,1,3,4,NA,NA,45843.9089,"Lovell Park Professional Building"
"Ebensburg","DR MOLLY B TROSTLE DO INTERNAL MEDICINE INC",4,0.444,1,4,9,NA,NA,45843.9089,"881 Hills Plaza Drive"
"Ebensburg","CONEMAUGH PHY GRP EBENSBURG INDUSTRIAL PARK",1,1,5,6,6,NA,NA,45843.9089,"188 Industrial Park Road"
"Ebensburg","CONEMAUGH PHYSICIAN GROUP JAMESWAY ROAD",3,0.667,1,2,3,NA,NA,45843.9089,"236 Jamesway Road"
"Edinboro","EDINBORO MEDICAL CENTER",2,0.65,1,13,20,4,5,49852.2454,"450 Erie Street"
"Edinboro","FAMILY HLTH CARE EDINBORO",1,0.75,1,6,8,NA,NA,49852.2454,"208 Waterford Street"
"Edwardsville","RURAL HEALTH CORP MED DIV LUZERNE",1,0.5,1,2,4,NA,NA,42131.9256,"468 Northhampton Street"
"Eighty Four","KEVIN BOEHME MD AND ASSOCIATES PC",1,0.889,5,8,9,NA,NA,59155.4859,"845 Route 519"
"Elderton","ARMSTRONG PRIMARY CARE CTR ELDERTON",1,0.5,1,6,12,4,5,41399,"116 Main Street"
"Elizabeth","WEIGLES HILL FAMILY MEDICINE",3,0.591,1,13,22,6,6,50931.1452,"1001 Weigles Hill Road"
"Elizabeth","JAMES T CAMPAGNA MD PC",1,0.857,4,6,7,NA,NA,50931.1452,"605 Scenery Drive"
"Elizabeth","ELIZABETH TOWNSHIP FAMILY MEDICINE UPMC",2,0.714,1,5,7,NA,NA,50931.1452,"300 Scenery Drive"
"Elizabethtown","LGHP PENN MEDICINE FAMILY MEDICINE NORLANCO",4,0.636,1,21,33,7,8,57048.2071,"418 Cloverleaf Road"
"Elizabethtown","PENN STATE HERSHEY MEDICAL GROUP ELIZABETHTOWN",2,0.8,2,8,10,1,1,57048.2071,"1 Continental Drive"
"Elizabethtown","ELIZABETHTOWN FAMILY HEALTH",3,0.75,1,3,4,NA,NA,57048.2071,"300 Maytown Road"
"Elizabethtown","LGHP PENN MEDICINE FAMILY MEDICINE SYCAMORE SQUARE",1,0.857,4,6,7,NA,NA,57048.2071,"99 Masonic Drive"
"Ellwood City","HVMG PRIMARY CARE ELLWOOD CITY",2,0.667,1,2,3,NA,NA,42950.2271,"273 Route 288"
"Ellwood City","AHN ELLWOOD CITY PRIMARY CARE",1,0.905,5,19,21,0,0,42950.2271,"1673 Route 65"
"Emlenton","EMLENTON AREA FAM PRAC UPMC",1,0.75,1,3,4,NA,NA,42844.9965,"516 Main Street"
"Emmaus","LVPG FAMILY MEDICINE EMMAUS",2,0.833,4,10,12,0,1,64040.5062,"1040 Chestnut Street"
"Emmaus","BUB AND ASSOCIATES FAMILY MEDICAL CENTER",3,0.714,1,5,7,NA,NA,64040.5062,"619 Dalton Street"
"Emmaus","EAST PENN MEDICAL PRACTICE",1,1,5,3,3,NA,NA,64040.5062,"723 Chestnut Street"
"Emporium","KEYSTONE RURAL HEALTH CONSORTIA INC",2,0.875,5,7,8,NA,NA,38768.0716,"90 East Second Street"
"Emporium","EMPORIUM HEALTH CENTER",1,1,5,3,3,NA,NA,38768.0716,"288 Sizerville Road"
"Enola","GOOD HOPE FAMILY PHYSICIANS",2,0.842,4,32,38,0,1,60321.9544,"1830 Good Hope Road"
"Enola","GEISINGER HSMG FAMILY PRACTICE ENOLA",1,1,5,3,3,NA,NA,60321.9544,"310 East Penn Drive"
"Ephrata","WELLSPAN FAMILY MEDICINE LAKE STREET",4,0.75,1,3,4,NA,NA,53627.238,"136 Lake Street"
"Ephrata","WELLSPAN FAMILY MEDICINE TROUT RUN",3,0.833,4,5,6,NA,NA,53627.238,"808 Pleasant View Drive"
"Ephrata","LGHP PENN MEDICINE FAMILY MEDICINE LINCOLN",1,1,5,8,8,NA,NA,53627.238,"1635 West Main Street"
"Ephrata","WELLSPAN INTERNAL MEDICINE EPHRATA",2,0.875,5,7,8,NA,NA,53627.238,"446 North Reading Road"
"Erie","ESPER, ROBERT J, DO",18,0.833,4,5,6,NA,NA,51738.0732,"2820 West 12th Street"
"Erie","VOORA, BHARATHI S MD",1,1,5,5,5,NA,NA,51738.0732,"2005 West 8th Street"
"Erie","DUGAN, ROBERT B, DO",1,1,5,4,4,NA,NA,42138.7429,"926 W 38th St"
"Erie","ESPER, ERIK O, DO",1,1,5,5,5,NA,NA,51738.0732,"2820 West 12th Street"
"Erie","OSTEOPATHIC INTERNAL MED ASSOC",10,0.909,5,10,11,0,0,42138.7429,"2010 West 38th Street"
"Erie","KALATA, JOHN J DO",1,1,5,7,7,NA,NA,23522.6467,"404 East Eighth Street"
"Erie","EAST HARBOR PRIMARY CARE",13,0.875,5,7,8,NA,NA,47379.2358,"4950 Buffalo Road"
"Erie","COMMUNITY HEALTH NET",30,0.727,1,8,11,2,2,13886.0268,"1202 State Street"
"Erie","LAKESHORE FAMILY PRACTICE",36,0.636,1,7,11,3,3,47379.2358,"5241 Buffalo Road"
"Erie","WEST ERIE MEDICAL GROUP",25,0.794,2,27,34,2,3,51738.0732,"1600 Peninsula Drive"
"Erie","MCCLELLAND FAMILY PRACTICE",12,0.895,5,17,19,0,0,47379.2358,"2240 East 38th Street"
"Erie","LIBERTY FAMILY PRACTICE",22,0.8,2,12,15,1,1,42138.7429,"3413 Cherry Street"
"Erie","SAINT VINCENT FAMILY MEDICINE CENTER",27,0.773,2,17,22,2,2,27551.5259,"311 West 24th Street"
"Erie","JANUS, EDWARD E DO PC",38,0.5,1,2,4,NA,NA,51738.0732,"3123 W 12th Street"
"Erie","GRANDVIEW FAMILY PRACTICE",29,0.75,1,9,12,1,2,41845.1397,"4500 Pine Avenue"
"Erie","YOUR HOMETOWN HEALTH PARTNERS",41,0.417,1,5,12,5,6,61240.2787,"3910 Caughey Road"
"Erie","LEONE, JOSEPH A, DO",38,0.5,1,2,4,NA,NA,42138.7429,"926 West 38th Street"
"Erie","HARBORCREEK FAMILY PHYSICIANS",28,0.765,1,13,17,2,2,47379.2358,"5241 Buffalo Road"
"Erie","GREAT LAKES FAMILY MEDICINE",8,0.933,5,14,15,0,0,27551.5259,"311 West 24th Street"
"Erie","BAY HARBOR FAMILY MEDICINE",1,1,5,7,7,NA,NA,27358.3331,"333 State Street"
"Erie","PREGLER, FRANK C DO",16,0.857,4,6,7,NA,NA,41845.1397,"3710 Pine Avenue"
"Erie","BAYSIDE FAMILY MEDICINE",13,0.875,5,7,8,NA,NA,27358.3331,"510 Cranberry Street"
"Erie","LECOM MAE PCP",17,0.846,4,33,39,0,1,51331.4104,"5637 Peach Street"
"Erie","HEALTHY FAMILIES",18,0.833,4,10,12,0,1,13886.0268,"1700 Peach Street"
"Erie","PORT ERIE FAMILY MEDICINE",31,0.7,1,7,10,2,2,42138.7429,"3413 Cherry Street"
"Erie","MILLCREEK FAMILY PRACTICE AND INTERNAL MEDICINE",24,0.795,2,35,44,2,3,51738.0732,"2501 West 12th Street"
"Erie","DR NATALIE TEYGART PC",18,0.833,4,5,6,NA,NA,42138.7429,"939 West 38th Street"
"Erie","MERLINE FAMILY MEDICINE",1,1,5,4,4,NA,NA,51331.4104,"17 Merline Avenue"
"Erie","GREENFIELD INTERNAL MEDICINE",26,0.778,2,14,18,1,2,27358.3331,"300 State Street"
"Erie","SUMMIT FAMILY PRACTICE",15,0.87,5,20,23,0,0,42138.7429,"3330 Peach Street"
"Erie","LAKE ERIE MEDICAL GROUP PC",31,0.7,1,7,10,2,2,27551.5259,"145 West 23rd Street"
"Erie","PINECREST FAMILY PRACTICE UPMC",37,0.571,1,12,21,6,7,41845.1397,"3535 Pine Avenue"
"Erie","PRIMARY CARE WEST UPMC",33,0.667,1,16,24,4,5,51738.0732,"1101 Peninsula Drive"
"Erie","LIGHTHOUSE FAMILY MEDICINE",38,0.5,1,4,8,NA,NA,51738.0732,"1600 Peninsula Drive"
"Erie","UPMC HAMOT MEDICAL GROUP ZUCK ROAD",33,0.667,1,4,6,NA,NA,42138.7429,"4108 Zuck Road"
"Erie","SAINT VINCENT POST ACUTE CARE SERVICES",33,0.667,1,2,3,NA,NA,27551.5259,"145 WEST 23RD STREET"
"Erie","SAINT VINCENT PENINSULA FAMILY MEDICINE",11,0.9,5,9,10,0,0,61240.2787,"2828 Sterrettania Road"
"Erie","AHN HEALTH AND WELLNESS PAVILION",22,0.8,2,16,20,1,2,61240.2787,"4247 West Ridge Road"
"Erie","WESTMINSTER FAMILY MEDICINE",21,0.824,3,14,17,1,1,61240.2787,"3822 Colonial Avenue"
"Erie","SAINT VINCENT WOUND CENTER",1,1,5,5,5,NA,NA,14780,"232 West 25th Street"
"Erie","GLENWOOD FAMILY MEDICINE",9,0.913,5,21,23,0,0,41845.1397,"213 East 41st Street"
"Etters","WELLSPAN FAMILY MEDICINE VALLEY GREEN",1,0.778,2,14,18,1,2,63606.4649,"1790 Old Trail Road"
"Evans City","ELLIOT SMITH MD ASSOCIATES",1,0.85,4,17,20,0,1,60189.4914,"217 East Main Street"
"Everett","PENNWOOD FAMILY MEDICINE UPMC",2,0.667,1,4,6,NA,NA,41470.5617,"227 Hospital Drive"
"Everett","TORRES FAMILY MEDICINE UPMC",1,1,5,6,6,NA,NA,41470.5617,"220 West Main Street"
"Everett","GEORGE M ZUBAK UPMC",2,0.667,1,2,3,NA,NA,41470.5617,"300 North Spring Street"
"Fairfield","WELLSPAN FAMILY MEDICINE FAIRFIELD",1,0.889,5,8,9,NA,NA,66543.6029,"4910A Fairfield Road"
"Fairmount City","SEMEYN FAMILY PRACTICE NB",1,0.833,4,15,18,0,1,45955.0289,"82 Town Run Road"
"Fairmount City","BROOKVILLE HOSPITAL FAMILY PRACTICE NEW BETHLEHEM",2,0.25,1,2,8,NA,NA,45955.0289,"1323 Brookville Street"
"Fairview","FAIRVIEW FAMILY PRACTICE",1,1,5,6,6,NA,NA,70998.897,"7176 West Ridge Road"
"Fairview","PRIMARY CARE PARTNERS",2,0.7,1,7,10,2,2,70998.897,"7287 West Ridge Road"
"Farmington","FARMINGTON MEDICAL CENTER INC",1,0.833,4,5,6,NA,NA,57611.7285,"4176 National Pike"
"Farrell","MULTARI, ROBERT D DO PC",1,0.875,5,7,8,NA,NA,28619.4327,"2120 Likens Lane"
"Fishertown","CHESTNUT RIDGE FAMILY MEDICINE UPMC",1,0.889,5,8,9,NA,NA,43866,"2040 Quaker Valley Road"
"Fleetwood","LVPG FAMILY MEDICINE MOSELEM SPRINGS",1,0.75,1,3,4,NA,NA,67993.5156,"14351 Kutztown Road"
"Fogelsville","LVPG INTERNAL MEDICINE FOGELSVILLE",1,0.889,5,8,9,NA,NA,73344.6505,"1431 Nursery Street"
"Force","PENN HIGHLANDS INTERNAL MEDICINE ALBANESE",1,0.8,2,4,5,NA,NA,44265,"230 Hemlock Avenue"
"Ford City","MALIK, MOHAMMAD K, MD",1,1,5,4,4,NA,NA,36712.0654,"834 Fourth Avenue"
"Ford City","GELACEK, PHILIP A MD PC",2,0.787,2,48,61,3,5,36712.0654,"313 Ford Street"
"Ford City","BHS FORD CITY FAMILY PRACTICE",3,0.702,1,33,47,7,8,36712.0654,"432 Third Avenue"
"Frackville","GMG FRACKVILLE FAMILY PRACTICE",1,1,5,3,3,NA,NA,41333.4095,"701 West Oak St"
"Franklin","FRANKLIN COMMUNITY MEDICINE UPMC",1,0.667,1,4,6,NA,NA,39017.3093,"464 Allegheny Boulevard"
"Franklin","JAY D STEVENS MD PC",1,0.667,1,2,3,NA,NA,39017.3093,"150 Prospect Avenue"
"Fredericksburg","FREDERICKSBURG COMM HEALTH CTR PC",1,0.839,4,26,31,0,1,55283.0474,"120 South Tan Street"
"Fredericktown","CENTERVILLE CLINICS INC",1,0.766,1,85,111,8,11,49369.4259,"1070 Old National Pike Road"
"Gallipolis","HOLZER CLINIC LLC",1,0.6,1,3,5,NA,NA,36172.9063,"100 Jackson Pike"
"Gap","LGHP PENN MEDICINE FAMILY MEDICINE COUNTY LINE",1,0.667,1,4,6,NA,NA,56895.7932,"5360 Lincoln Highway"
"Gettysburg","GETTYSBURG FAMILY  PRACTICE INC",3,0.818,3,18,22,1,1,52663.1452,"524 South Washington Street"
"Gettysburg","WELLSPAN INTERNAL MEDICINE V TWIN DRIVE",2,0.923,5,12,13,0,0,52663.1452,"40 V Twin Drive"
"Gettysburg","WELLSPAN FAMILY MEDICINE HERR'S RIDGE",1,1,5,3,3,NA,NA,52663.1452,"820 Chambersburg Road"
"Gettysburg","APPLE RIDGE FAMILY MEDICINE",5,0.714,1,10,14,2,3,52663.1452,"1311 Biglerville Road"
"Gettysburg","WETZEL FAMILY MEDICINE",6,0.5,1,2,4,NA,NA,52663.1452,"312 Baltimore Street"
"Gettysburg","WELLSPAN INTERNAL MEDICINE WASHINGTON STREET",4,0.727,1,8,11,2,2,52663.1452,"423 South Washington Street"
"Gibsonia","HEALTH QUEST MED ASSOC LLC",3,0.818,3,36,44,1,2,84956.979,"5318 Ranalli Drive"
"Gibsonia","ST BARNABAS MED CTR FAM PRAC",2,0.833,4,5,6,NA,NA,84956.979,"5830 Meridian Road"
"Gibsonia","PINE RICHLAND MEDICAL ASSOCIATES",1,0.979,5,46,47,0,0,84956.979,"5375 William Flynn Highway"
"Girard","ELK VALLEY MEDICAL CENTER",1,0.81,3,17,21,1,2,48202.7414,"5165 Imperial Parkway"
"Glen Dale","WAYT HEALTH CARE PLLC",2,0.429,1,3,7,NA,NA,42060.2811,"1612 Wheeling Avenue"
"Glen Dale","REYNOLDS MEMORIAL HOSPITAL INC",1,1,5,5,5,NA,NA,42060.2811,"426 8th St"
"Greencastle","GREENCASTLE FAMILY PRACTICE",1,0.813,3,13,16,1,1,57171.1436,"50 Eastern Avenue"
"Greencastle","SUMMIT PRIMARY CARE",2,0.5,1,3,6,NA,NA,57171.1436,"50 Eastern Avenue"
"Greensboro","CORNERSTONE CARE GREENSBORO",1,1,5,4,4,NA,NA,40436.6792,"7 Glassworks Road"
"Greensburg","MUESELER, EILEEN A DO",1,1,5,5,5,NA,NA,50613.708,"434 East Pittsburgh Street"
"Greensburg","EXCELA HEALTH MOUNTAIN VIEW INTERNAL MEDICINE",3,0.889,5,16,18,0,0,50613.708,"800 Marguerite Road"
"Greensburg","LEIBU, TATIANA MD",10,0.429,1,3,7,NA,NA,50613.708,"660 Pellis Road"
"Greensburg","MONSOUR, GEOFFREY B MD PC",9,0.667,1,2,3,NA,NA,50613.708,"1500 Broad Street"
"Greensburg","LEVIN FAMILY MEDICINE",7,0.75,1,6,8,NA,NA,50613.708,"259 Old Route 30"
"Greensburg","WALWORTH MEDICAL ASSOCIATES",8,0.692,1,27,39,6,7,50613.708,"1275 South Main Street"
"Greensburg","PLUNDO MEDICAL ASSOCIATES OSTEOPATHIC PC",2,0.962,5,25,26,0,0,50613.708,"518 Pellis Road"
"Greensburg","EXCELA HEALTH GREENSBURG FAMILY MEDICINE",6,0.806,2,25,31,1,2,50613.708,"1275 South Main Street"
"Greensburg","EXCELA HEALTH WESTMORELAND CTR FOR IM",4,0.857,4,48,56,0,1,50613.708,"4000 Hempfield Plaza Boulevard"
"Greensburg","EXCELA HEALTH SOUTHWEST FAMILY MEDICINE",4,0.857,4,6,7,NA,NA,50613.708,"1275 South Main Street"
"Greentown","GREENTOWN MEDICAL CENTER",2,0.6,1,3,5,NA,NA,53799.4925,"1623 Route 507"
"Greentown","HORIZON MEDICAL CORP PC PIKE WAYNE",1,0.75,1,3,4,NA,NA,53799.4925,"1565 Route 507"
"Greenville","GREENVILLE MEDICAL CENTER INC",1,0.813,3,13,16,1,1,41770.4576,"90 Shenango Street"
"Grindstone","FAYETTE PHYSICIAN NETWORK INC",1,1,5,4,4,NA,NA,32620.8614,"111 B Roberts Road"
"Grindstone","FAYETTE PHYSICIAN NETWORK INC",2,0.7,1,7,10,2,2,32620.8614,"111 Roberts Road"
"Grove City","FAMILY HEALTHCARE PARTNERS UPMC",3,0.571,1,16,28,8,9,48744.9551,"420 Hillcrest Avenue"
"Grove City","TIMOTHY J LILLY DO AND ASSOCIATES",1,1,5,8,8,NA,NA,48744.9551,"432 Hillcrest Avenue"
"Grove City","ALLEGHENY HEALTH NETWORK GROVE CITY PRIMARY CARE",2,0.813,3,13,16,1,1,48744.9551,"647 North Broad Street EXT"
"Hamburg","LVPG FAMILY MEDICINE HAMBURG",1,0.8,2,8,10,1,1,51672.1747,"700 Hawk Ridge Drive"
"Hanover","HANOVER FAMILY PRACTICE ASSOCIATES",1,0.8,2,16,20,1,2,57720.6135,"111 Penn Street"
"Hanover","HILLSIDE INTERNAL MEDICINE PC",3,0.714,1,10,14,2,3,57720.6135,"250 Fame Avenue"
"Hanover","WELLSPAN FAMILY MEDICINE FREDERICK ST",4,0.5,1,3,6,NA,NA,57720.6135,"100 Frederick Street"
"Hanover","WELLSPAN FAMILY MEDICINE CLOVER LANE",1,0.8,2,4,5,NA,NA,57720.6135,"460 Clover Lane"
"Harmony","WAHL AND SONS FAMILY PRACTICE PC",1,0.526,1,10,19,6,7,65370.9341,"835 Edmond Street"
"Harrisburg","BACKENSTOES, JEFFREY J DO",14,0.5,1,2,4,NA,NA,51199.6451,"4807 Jonestown Road"
"Harrisburg","BUSH, WILLIAM B MD",1,1,5,7,7,NA,NA,58889.6641,"5100 Lancaster Street"
"Harrisburg","PINNACLEHEALTH FAMILYCARE LOWER PAXTON",5,0.941,5,32,34,0,0,71198.6049,"2310 Patton Road"
"Harrisburg","GEORGE M KOSCO III DO ASSOC",10,0.714,1,5,7,NA,NA,56921.2642,"2801 Old Post Road"
"Harrisburg","HOUCKS ROAD FAMILY PRACTICE PC",8,0.75,1,3,4,NA,NA,51199.6451,"100 South Houcks Road"
"Harrisburg","PENN STATE HERSHEY MEDICAL GROUP HARRISBURG",1,1,5,3,3,NA,NA,56921.2642,"2626 North Third Street"
"Harrisburg","PENN STATE HERSHEY MEDICAL GROUP NYES ROAD I II",7,0.818,3,27,33,1,2,71198.6049,"121 Nyes Road"
"Harrisburg","PINNACLEHEALTH INFECTIOUS DISEASE ASSOCIATES",12,0.667,1,2,3,NA,NA,51199.6451,"810 Sir Thomas Court"
