"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address"
"New Paris","HENRY W SHOENTHAL MD INC",1,0.429,1,3,7,NA,NA,43184.4213,"4186 Cortland Drive"
"New Wilmington","NEW WILMINGTON FAM MEDC ASSOC PC",1,0.667,2,2,3,NA,NA,49092.4661,"3438 State Route 208"
"New Wilmington","BHS FAMILY MEDICAL CARE",2,0.5,1,4,8,NA,NA,49092.4661,"150 North New Castle Street"
"North Huntingdon","EXCELA HEALTH PRIMARY CARE",1,0.75,3,12,16,1,3,63181.3156,"8775 Norwin Avenue"
"Northern Cambria","NORTHERN CAMBRIA MED CTR WILLIAM PARONISH MD INC",1,1,5,4,4,NA,NA,42449.0838,"1106 Bigler Avenue"
"Norvelt","LAH NORVELT FAMILY HEALTH",1,0.5,1,2,4,NA,NA,62157,"3888 Route 981"
"Oakmont","DANIEL STEINER MD UPMC",1,0.5,1,2,4,NA,NA,56326.6595,"135 Allegheny Avenue"
"Old Forge","DUNAY, DARLENE A DO",1,0.667,2,2,3,NA,NA,49875.0504,"314 Oak Street"
"Orbisonia","SOUTHERN HUNTINGDON COUNTY MED CENTER",1,0.75,3,3,4,NA,NA,39748.842,"626 Water Street"
"Palmyra","LEBANON VALLEY FAMILY MEDICINE",2,0.583,1,14,24,6,8,60668.6685,"1400 South Forge Road"
"Palmyra","PENN STATE HERSHEY MEDICAL GROUP PALMYRA",1,1,5,5,5,NA,NA,60668.6685,"941 Park Drive"
"Parkersburg","CAMDEN CLARK PHYSICIAN CORPORATION",1,0.667,2,2,3,NA,NA,34544.857,"705 Garfield Ave"
"Patton","RUSSELL MILLER MD FAM PRAC",1,1,5,4,4,NA,NA,38422.2174,"121 Beech Avenue"
"Philipsburg","MOSHANNON VALLEY RURAL HEALTH CENTER",1,0.667,2,2,3,NA,NA,38848.1869,"271 Railroad Street"
"Pine Grove","INTEGRATED MEDICAL GROUP PC",1,1,5,4,4,NA,NA,50994.923,"8 Oak Grove Road"
"Pittsburgh","HOOVER MEDICAL ASSOCIATES PC",1,1,5,4,4,NA,NA,22397.3403,"1400 Locust Street"
"Pittsburgh","UPMC SENIOR CARE AT SHADY SIDE",27,0.75,3,3,4,NA,NA,32228.0668,"200 Lothrop Street"
"Pittsburgh","UPP HEART AND VASCULAR INSTITUTE",1,1,5,3,3,NA,NA,32228.0668,"3600 Forbes Avenue"
"Pittsburgh","GMA KOMAN AND KIMMELL FAMILY PRACTICE",1,1,5,6,6,NA,NA,70890.1741,"8150 Perry Highway"
"Pittsburgh","EAST LIBERTY FAMILY HEALTH CARE CENTER",35,0.667,2,2,3,NA,NA,39660.7774,"6023 Harvard Street"
"Pittsburgh","UNIV RHEUMATOLOGY SVC",1,1,5,18,18,0,0,32228.0668,"3601 5th Avenue"
"Pittsburgh","ASSOCIATES IN DIAGNOSTIC INTERNAL MEDICINE",27,0.75,3,3,4,NA,NA,32228.0668,"300 Halket Street"
"Pittsburgh","FLAHERTY, MORGAN F MD",1,1,5,3,3,NA,NA,101351.9137,"1370 Old Freeport Road"
"Pittsburgh","BAHL AND BAHL MED ASSOC",32,0.714,2,5,7,NA,NA,48687.4696,"10922 Frankstown Road"
"Pittsburgh","DRS JOHN CHANTZ AND ASSOCIATES UPMC",20,0.833,4,5,6,NA,NA,73584.7475,"100 Delafield Road"
"Pittsburgh","CAMPBELL AND PHILBIN MEDICAL ASSOC",35,0.667,2,2,3,NA,NA,22397.3403,"1400 Locust Street"
"Pittsburgh","PITTSBURGH GENERAL MEDICINE ASSOCIATES",34,0.692,2,9,13,2,3,35830.6454,"1307 Federal Street"
"Pittsburgh","AGH INTERNAL MEDICINE",24,0.8,3,4,5,NA,NA,35830.6454,"1307 Federal Street"
"Pittsburgh","PENN PLUM FAMILY MEDICINE UPMC",45,0.5,1,2,4,NA,NA,48687.4696,"7175 Saltsburg Road"
"Pittsburgh","DOUGLAS F CLOUGH MD AND ASSOC PC",35,0.667,2,2,3,NA,NA,70890.1741,"9104 Babcock Boulevard"
"Pittsburgh","GROB SCHERI WOODBURN AND GRIFIN FAMILY MEDICINE",42,0.571,1,4,7,NA,NA,70890.1741,"1140 Perry Highway"
"Pittsburgh","DAYALAN & ASSOCIATES FAMILY MEDICINE",1,1,5,6,6,NA,NA,70890.1741,"3601 McKnight East Drive"
"Pittsburgh","GMA HEYL FAMILY PRACTICE",40,0.625,1,5,8,NA,NA,55733.5687,"1020 Center Avenue"
"Pittsburgh","GMA NORTHERN AREA FAMILY MED",27,0.75,3,3,4,NA,NA,70890.1741,"5700 Corporate Drive"
"Pittsburgh","GMA WILLIAM ZILLWEGER MED PRAC",1,1,5,3,3,NA,NA,70890.1741,"9104 Babcock Blvd"
"Pittsburgh","COMMUNITY CARE PLUS",41,0.6,1,3,5,NA,NA,45961.4011,"601 Monroe Avenue"
"Pittsburgh","GREATER PITTSBURGH MED ASSOC UPMC",1,1,5,6,6,NA,NA,42694.2705,"900 Mount Royal Boulevard"
"Pittsburgh","KHAN MEDICAL ASSOC LLC",45,0.5,1,2,4,NA,NA,37425.1418,"200 Penn Avenue"
"Pittsburgh","PPCP AUSTIN PURIGHALLA",49,0.444,1,4,9,NA,NA,78579.877,"1050 Bower Hill Road"
"Pittsburgh","PPCP JEFFERSON BETHEL",1,1,5,3,3,NA,NA,55607.3086,"140 Curry Hollow Road"
"Pittsburgh","DALJIT SINGH MD ASSOCIATES",51,0.333,1,2,6,NA,NA,42694.2705,"900 Mt Royal Boulvard"
"Pittsburgh","PATEL MEDICAL ASSOC",45,0.5,1,2,4,NA,NA,31996.8378,"2409 Brownsville Road"
"Pittsburgh","PRIME CARE INT MEDC ASSOC PC",35,0.667,2,2,3,NA,NA,65031.4446,"1049 Unity Center Rd"
"Pittsburgh","MARGOLIS RHEUMATOLOGY UPMC",1,1,5,19,19,0,0,42763.5971,"339 Sixth Ave"
"Pittsburgh","ARTHRITIS & INTERNAL MEDICINE ASSOCIATES UPMC",1,1,5,4,4,NA,NA,45928.1315,"580 South Aiken Avenue"
"Pittsburgh","HVMG FAMILY PRACTICE ROBINSON",1,1,5,4,4,NA,NA,47440.9517,"2201 Park Manor Boulevard"
"Pittsburgh","BRENTWOOD MEDICAL GROUP INC",24,0.8,3,8,10,1,1,48093.906,"3720 Brownsville Road"
"Pittsburgh","SUBURBAN EAST MEDICAL CENTER UPMC",20,0.833,4,5,6,NA,NA,48687.4696,"3436 William Penn Highway"
"Pittsburgh","INTERNAL MEDICINE UPMC",17,0.857,4,6,7,NA,NA,32228.0668,"120 Lytton Avenue"
"Pittsburgh","STEEL CITY INTERNAL MEDICINE UPMC",32,0.714,2,5,7,NA,NA,70890.1741,"5700 Corporate Drive"
"Pittsburgh","PITTSBURGH INTERNAL MED ASSOC UPMC",42,0.571,1,4,7,NA,NA,47118.8084,"3089 Sussex Avenue"
"Pittsburgh","RFP MILLVALE UPMC",50,0.4,1,2,5,NA,NA,54615.556,"111 Sheridan Street"
"Pittsburgh","HEALTH CENTER ASSOCIATES UPMC",27,0.75,3,3,4,NA,NA,101351.9137,"2585 Freeport Road"
"Pittsburgh","FATIGATI AND NALIN ASSOCIATES",44,0.563,1,9,16,4,6,78749.4512,"733 Washington Road"
"Pittsburgh","LINDER, PAUL G MD",1,1,5,4,4,NA,NA,55607.3086,"1201 Broughton Road"
"Pittsburgh","WEST PENN MEDICAL ASSOCIATES",19,0.842,4,16,19,0,1,30284.2042,"4727 Friendship Avenue"
"Pittsburgh","PLENARY FAMILY PRACTICE UPMC",51,0.333,1,1,3,NA,NA,59637.4129,"6301 Forbes Avenue"
"Pittsburgh","DOBKIN AND RICCELLI ASSOCIATES",1,1,5,5,5,NA,NA,56446.6651,"250 Mount Lebanon Boulevard"
"Pittsburgh","SHADYSIDE CARDIOLOGY ASSOCIATES",35,0.667,2,2,3,NA,NA,30284.2042,"5140 Liberty Avenue"
"Pittsburgh","PPCP NOBLECARE",17,0.857,4,6,7,NA,NA,78579.877,"1145 Bower Hill Road"
"Pittsburgh","COMMUNITY FAMILY PRACTICE UPMC",51,0.333,1,1,3,NA,NA,37425.1418,"1713 Ardmore Boulevard"
"Pittsburgh","CRAFTON MEDICAL CENTER",16,0.9,5,9,10,0,0,47440.9517,"1 Walsh Road"
"Pittsburgh","GREEN TREE MEDICAL ASSOCIATES",20,0.833,4,5,6,NA,NA,51163.5572,"651 Holiday Drive"
"Pittsburgh","PRIMARY CARE NORTHSIDE",45,0.5,1,3,6,NA,NA,35830.6454,"490 East North Avenue"
"Pittsburgh","WEXFORD MEDICAL PRACTICE",1,1,5,3,3,NA,NA,70890.1741,"1130 Perry Highway"
"Pittsburgh","BONACORSI BROWN AND JOHNSON PRIMARY CARE",20,0.833,4,5,6,NA,NA,48409.2639,"3005 Banksville Road"
"Pittsburgh","NORTH HILLS INTERNAL MEDICINE",24,0.8,3,4,5,NA,NA,70890.1741,"9335 McKnight Road"
"Pittsburgh","AHN SQUIRREL HILL PRIMARY CARE",27,0.75,3,3,4,NA,NA,59637.4129,"5889 Forbes Avenue"
"Port Matilda","GMG GRAYS WOODS",1,0.667,2,2,3,NA,NA,69287.3994,"132 Abigail Lane"
"Pottsville","LEHIGH VALLEY PHYSICIANS GROUP INC",1,0.667,2,2,3,NA,NA,39292.0361,"205 East Laurel Boulevard"
"Punxsutawney","PENN HIGHLANDS FAMILY MEDICINE BIZOUSKY",1,1,5,3,3,NA,NA,36562.1962,"104 West Mahoning Street"
"Reading","ST JOSEPH MEDICAL GROUP",2,0.625,1,5,8,NA,NA,56478.8113,"2494 Bernville Road"
"Reading","INTEGRATED MEDICAL GROUP PC GREEN HILLS",1,0.667,2,2,3,NA,NA,55549.0159,"1903 Morgantown Road"
"Roaring Spring","COVE FAMILY PRACTICE INC",1,1,5,6,6,NA,NA,43873.4756,"111 Nason Drive"
"Ronks","PENN STATE MEDICAL GROUP EASTBROOK",1,1,5,3,3,NA,NA,53012.3172,"29 Eastbrook Road"
"Sarver","ADULT MEDICINE ASSOCIATES",2,0.6,1,3,5,NA,NA,64868.1125,"112 Capital  Park Drive"
"Sarver","ALLEGHENY HEALTH NETWORK ALLEGHENY VALLEY NORTH",1,0.714,2,5,7,NA,NA,64868.1125,"706 Ekastown Road"
"Saxonburg","KATHRYN A RYAN DO ASSOC",1,1,5,4,4,NA,NA,49183.8999,"101 Alwine Road"
"Scottdale","WILLIAMS, MARK S DO",2,0.5,1,3,6,NA,NA,37627.1385,"305 Everson Avenue"
"Scottdale","FAY-WEST FAMILY PRACTICE",1,1,5,5,5,NA,NA,37627.1385,"109 Crossroads Road"
"Scranton","MEDICAL ASSOCIATES NEPA PC",2,0.667,2,2,3,NA,NA,37509.1279,"1789 North Keyser Avenue"
"Scranton","PHYSICIANS HEALTH ALLIANCE",1,0.75,3,3,4,NA,NA,32969.9405,"748 Quincy Avenue"
"Sewickley","HVMG SEWICKLEY PRIMARY CARE",1,1,5,6,6,NA,NA,84266.9806,"720 Blackburn Road"
"Sewickley","HERITAGE VALLEY ASSOCIATES IN FAMILY MEDICINE",3,0.333,1,1,3,NA,NA,84266.9806,"100 Hazel Lane 2nd Floor"
"Sewickley","CHRIS T ODONNELL MD PC",2,0.667,2,6,9,NA,NA,84266.9806,"1099 Ohio River Boulevard"
"Sharon","PRIMARY HEALTH NETWORK",1,0.867,4,13,15,0,1,31544.2323,"63 Pitt Street"
"Shinnston","SOUTH HARRISON FAMILY MEDICINE INC",1,0.5,1,2,4,NA,NA,33528.4596,"686 S Pike St"
"Shippensburg","SUMMIT PRIMARY CARE",1,0.667,2,2,3,NA,NA,45249.0496,"46 Walnut Bottom Road"
"Slippery Rock","SLIPPERY ROCK FAMILY MEDICINE DIVISION",1,1,5,3,3,NA,NA,35362.6559,"100 Innovation Drive"
"Smithton","REILLY JR. PHILIP JEROME, MD",1,1,5,4,4,NA,NA,48018.9828,"237 Second Street"
"Somerset","SOMERSET INTERNAL MEDICINE",1,1,5,3,3,NA,NA,36908.1531,"321 East Main Street"
"Somerset","SOMERSET FAMILY PRACTICE SHS",1,1,5,8,8,NA,NA,36908.1531,"329 South Pleasant Ave"
"South Charleston","THS PHYSICIAN PARTNERS INC",1,0.5,1,2,4,NA,NA,37086.9641,"4605 Maccorkle Avenue Southwest"
"State College","PENN STATE HERSHEY MEDICAL GROUP PARK AVENUE",2,0.786,3,11,14,1,2,53659.7153,"1850 East Park Avenue"
"State College","MOUNT NITTANY PHYSICIAN GROUP",1,0.833,4,25,30,0,2,53659.7153,"1850 East Park Avenue"
"Trafford","PARTNERS IN HEALTH UPMC",1,0.875,4,7,8,NA,NA,64297.2951,"101 Orchard Drive"
"Uniontown","PPCP COOK AND LABUDA",2,0.667,2,6,9,NA,NA,35957.4781,"104 McClellandtown Rd"
"Uniontown","PPCP JACOB MURPHY LANE",1,0.833,4,5,6,NA,NA,35957.4781,"202 Jacob Murphy Lane"
"Uniontown","PISH MEDICAL ASSOCIATES",3,0.4,1,2,5,NA,NA,35957.4781,"20 Highland Park Drive"
"Vandergrift","MOHAN M PATEL MD",1,0.571,1,4,7,NA,NA,38888.8428,"224 Longfellow Street"
"Verona","RFP PENN HILLS UPMC",1,0.571,1,4,7,NA,NA,45266.1856,"5769 Saltsburg Road"
"Vienna","MID OHIO VALLEY MEDICAL GROUP INC",1,0.333,1,1,3,NA,NA,43798.1948,"800 Grand Central Mall"
"Warren","DAMIAN T HORNER DO FAMILY PRACTICE",1,1,5,3,3,NA,NA,41105.0631,"10 Plumber Street"
"Warren","WARREN MEDICAL GROUP",1,1,5,3,3,NA,NA,41105.0631,"Two West Crescent Park"
"Washington","INTERNAL MEDICINE AND GERIATRICS OF WASHINGTON",1,1,5,3,3,NA,NA,47711.2046,"880 South Main Street"
"Washington","WHS FAMILY MEDICINE NORTH MAIN",4,0.6,1,3,5,NA,NA,47711.2046,"190 North Main Street"
"Washington","WASHINGTON HEALTH SYSTEM FAMILY MEDICINE NEIGHBOR HEALTH",3,0.692,2,9,13,2,3,47711.2046,"95 Leonard Avenue"
"Washington","WHS INTERNAL MEDICINE",1,1,5,4,4,NA,NA,47711.2046,"1000 Park Place"
"Weirton","WMC PHYSICIAN PRACTICES LLC",1,0.5,1,4,8,NA,NA,39295.1875,"601 Colliers Way"
"West Mifflin","CENTURY III MEDICAL ASSOCIATES",1,1,5,4,4,NA,NA,46051.9214,"2027 Lebanon Church Road"
"Wexford","ALLEGHENY CLINIC PRIMARY CARE NORTH",1,1,5,8,8,NA,NA,110788.3763,"12311 Perry Highway"
"Wexford","THOMAS F CARMEN MD AND ASSOCIATES PC",2,0.667,2,2,3,NA,NA,110788.3763,"1500 Village  Run Road"
"White Oak","PRIMARY CARE EAST UPMC",1,1,5,3,3,NA,NA,46296.0262,"2001 Lincoln Way"
"Williamsport","FAMILY PRACTICE CENTER PC",1,0.333,1,1,3,NA,NA,31841.204,"1205 River Avenue"
"Windber","COMAS, MICHAEL G MD",1,0.8,3,4,5,NA,NA,34960.9136,"700 5th Street"
"Windber","GRAY MEDICAL ASSOCIATES INC",2,0.7,2,7,10,2,2,34960.9136,"1599  Somerset Avenue"
"Wyomissing","FAMILY MEDICINE TOWER HEALTH MEDICAL GROUP",1,0.833,4,10,12,0,1,64612.9437,"950B North Wyomissing Boulevard"
"Wyomissing","INTERNAL MEDICINE TOWER HEALTH MEDICAL GROUP",2,0.706,2,12,17,2,3,64612.9437,"950B North Wyomissing Blvd"
"York","PARTNERS IN FAMILY HEALTH PC",1,1,5,6,6,NA,NA,59555.5632,"1550 Rodney Road"
"Youngwood","EXCELA HEALTH YOUNGWOOD INTERNAL MEDICINE",1,1,5,4,4,NA,NA,39517.781,"505 North Fourth Street"
